Accuracy,F1-Score
0.3068181818181818,0.2852680979609451
0.32954545454545453,0.3145152699869681
0.3181818181818182,0.31637139531876374
0.3522727272727273,0.34437061646363976
0.41379310344827586,0.4155109869732511
