Accuracy,F1-Score
0.32954545454545453,0.31540404040404035
0.32954545454545453,0.32077219453672945
0.36363636363636365,0.3629717757624734
0.3181818181818182,0.32279664779664774
0.41379310344827586,0.406242106706503
